Designator,Mid X,Mid Y,Rotation,Layer
C1,145.1,-100.98,270.0,top
D1,137.5,-108.15,0.0,top
J1,161.075,-102.71,0.0,top
J2,132.175,-102.71,0.0,top
LED1,146.5966,-102.7266,0.0,top
R1,136.45,-105.7,270.0,top
R2,138.2,-105.7,270.0,top
R3,139.95,-105.7,270.0,top
U1,151.1,-102.8,0.0,top
